comment_id,platform,source_id,source_url,Name,Date,Likes,Comment,Comment URL,abuse_type,char_len,lang
C00423,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@jabedhossainarif3466,2026-04-12 05:27:32,4,"আফসোস ,শিক্ষিত পরিবার গুলোর মা বাবা বেশি বৃদ্ধাশ্রমে! হাহ...নৈতিক শিক্ষার কত অভাব😢😢",https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgyHRpD971kh3VmMle94AaABAg,Verbal Abuse,83,bengali
C00424,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@AtaurRahman-j3q5o,2026-04-12 05:27:32,0,বৃদ্ধাশ্রমে যারা আছে সবাই শিক্ষিত। কিন্তু সন্তানদেরকে দীনি শিক্ষা দেয়নি ভবিষ্যতে সুখে থাকার জন্য। দীনি শিক্ষাকে হেও করতো। এখন যা পাচ্ছে এটা তাদের কামাইর ফসল। দুঃখের কিছু নাই,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgwB7ho22uNfegR24bV4AaABAg,Verbal Abuse,173,bengali
C00425,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@selinaamin6017,2026-04-12 05:27:32,0,এই সব কুলাঙ্গার  ছেলেদের গুলি করে মারার দরকার ।,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=Ugya48iScdY_gGI64IN4AaABAg,Verbal Abuse,47,bengali
C00426,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@lanjuboss,2026-04-12 05:27:32,0,"ভালো লাগে না,এসব নিউজ দেখে,এসব লোক মানুষের  ঘরে কেন জন্ম নেয়",https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgyN-MbHCMIA07RmzFZ4AaABAg,Verbal Abuse,60,bengali
C00427,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@anwarmamun2020,2026-04-12 05:27:32,0,Ki odvoot! Apnar takar control onner upor den keno?,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgycXBWaTHnC1nFZifh4AaABAg,Verbal Abuse,51,latin
C00428,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@thEOctAgon583,2026-04-12 05:27:32,0,আল্লাহই জানে এই চাচা এখন বেঁচে আছেন কিনা! যদি বেঁচে থাকেন আল্লাহ যেন ওনাকে খুব শান্তি এবং সুখের সাথে রাখেন। আর যদি ইন্তেকাল করেন তাহলে দোয়া করি যেন আল্লাহ উনাকে জান্নাতুল ফেরদাউসের উচ্চ মাকাম দান করেন।,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgygN0YkAkYp1UQ5SFB4AaABAg,Verbal Abuse,202,bengali
C00429,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@sohagarman4401,2026-04-12 05:27:32,0,এসব ছেলে-মেয়ের নাম ঠিকানা প্রকাশ্যে আসা উচিত,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=Ugx3akLXty_38NeA0I94AaABAg,Verbal Abuse,45,bengali
C00430,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@lutfurrahman5253,2026-04-12 05:27:32,0,"সময় বেশিদিন নাই,আপনার ছেলের ও আসতে হবে।পাপ বাপকে ও ছাড়ে না।",https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgyeBqGMs6TVlhq-B354AaABAg,Verbal Abuse,59,bengali
C00431,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@johiralam9990,2026-04-12 05:27:32,0,আপনি আপনার বাড়িটা বৃদ্ধাশ্রমের নামে লিখে দেন,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=Ugz184vnI7YryRQ-ktp4AaABAg,Verbal Abuse,45,bengali
C00432,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@universaltruthchannel993,2026-04-12 05:27:32,0,"ইসলামী জ্ঞান,কুরআনের জ্ঞান দরকার,",https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=Ugz6OBx5v64LBQXg1xN4AaABAg,Verbal Abuse,33,bengali
C00433,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@mdhanifhowlader9627,2026-04-12 05:27:32,6,"এই চোখের পানি, আল্লাহ সহ্য করবে না!",https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgyCi-IUhLskfurbLgJ4AaABAg,Verbal Abuse,35,bengali
C00434,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@SamsulAlam-f6o,2026-04-12 05:27:32,0,"মিথ্যা কথা,সুশিক্ষিত করলেকি,,বাবা/মা'কে, দেখাশুনা করবেন,না,বিবাহিত জিবীন শুরু, ওদেরঅত্যাচার,বেড়েযাই,তখনই সন্তানেরা,বাধ্যহয়,বাবা,মাকেঘৃনাকরতে",https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=Ugztu91zipaC95Ziml14AaABAg,Verbal Abuse,140,bengali
C00435,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@labuhossain3601,2026-04-12 05:27:37,0,চাচার ও প্রবলেম আছে।,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgyvCLi4CHl7RGOhocF4AaABAg,Verbal Abuse,20,bengali
C00436,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@mdanwar4652,2026-04-12 05:27:37,20,ছেলেমেয়েদেরকে শিক্ষিত না বানিয়ে নৈতিক শিক্ষাটা দেওয়া জরুরী,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgzqmU6wTu68MpuHiNV4AaABAg,Verbal Abuse,61,bengali
C00437,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@abdussalam-sk1qb,2026-04-12 05:27:37,10,ধিক্কার জানাই এমন ছেলেকে এবং ছেলের বউকে। নিশ্চয়ই আল্লাহ সর্বত্তম বিচারক।,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=Ugy7uX1PeHprcvjpxd14AaABAg,Verbal Abuse,72,bengali
C00438,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@arifurasha2050,2026-04-12 05:27:37,0,ওই জানোয়ার কে লানত,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgyiWHSf50Ag1A2W3X14AaABAg,Verbal Abuse,18,bengali
C00439,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@schoolteacher2310,2026-04-12 05:27:37,0,বেয়াদব ছেলে। শিক্ষক নামের কলংক।,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgwfmiHH8RhmgAkOsMR4AaABAg,Verbal Abuse,31,bengali
C00440,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@mdjim4768,2026-04-12 05:27:37,0,Parle. Ader. Sunam  dhonno. Sontan. Der. Vidio. Kore. Viral. Koren. Manus. Tader. Ak. Najor. Dekhuk,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgzPQ4tv_MhtPUyh-gF4AaABAg,Verbal Abuse,99,latin
C00441,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@AfsanRahmanAbdullah,2026-04-12 05:27:37,0,দরকার হলে ভিক্ষা করবে তাও বাবার ভরণপোষণের করতে হবে,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgxCIHCJdOwTmpWtVe14AaABAg,Verbal Abuse,50,bengali
C00442,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@biplobarman1268,2026-04-12 05:27:37,0,ডিক্কার জানাই এসব সন্তানকে😡😡😡,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgyjdqD3UrAZe18IWKZ4AaABAg,Verbal Abuse,29,bengali
C00443,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@mdsaifalsaf928,2026-04-12 05:27:37,0,বড়ই আফসোস লাগে এই সমস্ত কুলাংগার ছেলেদের জন্য  আল্লাহ তাদের হেদায়েত দান করুক,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgwiR4ESTCDzq4Mzhal4AaABAg,Verbal Abuse,76,bengali
C00444,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@MrX-ze9hs,2026-04-12 05:27:37,0,"হে আল্লাহ এই অসহায় বৃদ্ধ বাবা-মাকে করার জন্য আমাকে তৌফিক দান করুন। আর তৌফিক দান করার পর যদি আমি কিছু না করি, আমাকেও আপনি সেই ব্যবস্থায় ওদের মত করে দিবেন। হে আল্লাহ আমাকে তৌফিক দান করুন।",https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgzKLAADma6adnXMubp4AaABAg,Verbal Abuse,187,bengali
C00445,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@EarnMoney-u2u,2026-04-12 05:27:37,0,"ছেলে আমার মস্ত মানুষ, মস্ত অফিসারমস্ত ফ্ল্যাটে যায় না দেখা এপার ওপার।নানান রকম জিনিস আর আসবাব দামী দামীসবচেয়ে কম দামী ছিলাম একমাত্র আমি।ছেলের আমার আমার প্রতি অগাধ সম্ভ্রমআমার ঠিকানা তাই বৃদ্ধাশ্রম!আমার ব্যবহারের সেই আলমারি আর আয়নাওসব নাকি বেশ পুরনো, ফ্ল্যাটে রাখা যায় না।ওর বাবার ছবি, ঘড়ি-ছড়ি, বিদেয় হলো তাড়াতাড়িছেড়ে দিলো, কাকে খেলো, পোষা বুড়ো ময়না।স্বামী-স্ত্রী আর আ্যালসেশিয়ান – জায়গা বড়ই কমআমার ঠিকানা তাই বৃদ্ধাশ্রম!নিজের হাতে ভাত খেতে পারতো নাকো খোকাবলতাম আমি না থাকলে কী করবি রে বোকা?ঠোঁট ফুলিয়ে কাঁদতো খোকা আমার কথা শুনে-খোকা বোধ হয় আর কাঁদে না, নেই বুঝি আর মনে।ছোট্টবেলায় স্বপ্ন দেখে উঠতো খোকা কেঁদেদু\’হাত দিয়ে বুকের কাছে রেখে দিতাম বেঁধেদু\’হাত আজো খুঁজে, ভুলে যায় যে একদম-আমার ঠিকানা এখন বৃদ্ধাশ্রম!খোকারও হয়েছে ছেলে, দু\’বছর হলোতার তো মাত্র বয়স পঁচিশ, ঠাকুর মুখ তোলো।একশো বছর বাঁচতে চাই এখন আমার সাধপঁচিশ বছর পরে খোকার হবে ঊনষাট।আশ্রমের এই ঘরটা ছোট, জায়গা অনেক বেশি-খোকা-আমি দু\’জনেতে থাকবো পাশাপাশি।সেই দিনটার স্বপ্ন দেখি ভীষণ রকমমুখোমুখি আমি, খোকা আর বৃদ্ধাশ্রম!মুখোমুখি আমি, খোকা আর বৃদ্ধাশ্রম!মুখোমুখি আমি, খোকা আর বৃদ্ধাশ্রম!",https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=Ugx9FxNDuqbv1ITSxud4AaABAg,Verbal Abuse,1043,bengali
C00446,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@MdSujon-r7s7j,2026-04-12 05:27:37,0,এখানে একটা বিদ্যালয় ও গরিবের বাবা মা নাই এজন্য ছেলের জন্য বস্তা ভরে টাকা না রাখে তাকে সুশিক্ষায় শিক্ষিত করেন অভাব শেখান,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgwALAK4PU4f8ItesEt4AaABAg,Verbal Abuse,121,bengali
C00447,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@afrozasultana4637,2026-04-12 05:27:37,0,"""রাব্বির হামহুমা কামা রাব্বা ইয়ানী সগীরা "" আমিন।",https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=Ugxu5yaILQjRkGSJ_TZ4AaABAg,Verbal Abuse,48,bengali
C00448,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@MahbubalamsaborSabor,2026-04-12 05:27:37,0,"প্রকৃতি কখনো অপরাধীকে ক্ষমা করে না,,,, হে মহান রাব্বুল আলামিন চাচাকে নেক হায়াত সহ  পরিপূর্ণ সুস্থতা দান করো এবং পাশাপাশি কুলাঙ্গার ছেলেকে ধ্বংস করে দাও।",https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=Ugz7_U-JY8ev4_plCkZ4AaABAg,Verbal Abuse,153,bengali
C00449,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@metafikulislam1590,2026-04-12 05:27:37,0,নিশ্চয় বদ্মাস ছিলো,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=Ugw6NBSTmHd6P4Yio3l4AaABAg,Verbal Abuse,18,bengali
C00450,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@samble84,2026-04-12 05:27:37,1,He Allah briddho baba ke hefajot koro Amen.,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgyrSIsRLm1tEHbLdkR4AaABAg,Verbal Abuse,43,latin
C00451,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@allinonebd1610,2026-04-12 05:27:37,0,হায়রে জীবন,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgxRDtAam_PrVz5t69V4AaABAg,Verbal Abuse,10,bengali
C00452,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@Nasrinsultana-r8j9l,2026-04-12 05:27:37,0,"এদের বাচ্চারা কেমন, একটু মায়া লাগে না",https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgzF14_Zo8JT7Xgx6H94AaABAg,Verbal Abuse,37,bengali
C00453,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@bishojitchowdhury830,2026-04-12 05:27:37,0,এটা কেমন ছেলে দুনিয়া কেমন হলো যাদের কোলে মানুষ হই তাদের ভুলে যাই,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgylYUJ5i7_TmQgRcdB4AaABAg,Verbal Abuse,64,bengali
C00454,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@VigilanteMian,2026-04-12 05:27:45,0,এসব ছেলে না থাকাই ভালো।,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgxcwYSenE99JywLRop4AaABAg,Verbal Abuse,23,bengali
C00455,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@Md.ShahidulIslam3575,2026-05-12 05:27:21,0,হে আল্লাহ সইতে বড় কষ্ট হয়। তুমিতো বলেছ আমি যা জানি তোমরা তা জানো না।,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=Ugx-UCVysj7CupPda1t4AaABAg,Verbal Abuse,70,bengali
C00456,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@pappuhaq8062,2026-05-15 05:27:21,0,এই চোখের পানিই কুলাংগার ছেলের জাহান্নামের আগুন হয়ে যাবে।,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgyEtdoowNPx6P6-KwZ4AaABAg,Verbal Abuse,56,bengali
C00457,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@jahidulahsanmirazmiraz,2026-05-15 05:27:21,0,"তোমার প্রতিপালক নির্দেশ দিয়েছেন যে, তাকে ছাড়া অন্য কারও ইবাদত করো না, পিতা-মাতার সাথে সদ্ব্যবহার করো, পিতা-মাতার কোনও একজন কিংবা উভয়ে যদি তোমার কাছে বার্ধক্যে উপনীত হয়, তবে তাদেরকে উফ্ পর্যন্ত বলো না ১৬ এবং তাদেরকে ধমক দিও না; বরং তাদের সাথে সম্মানজনক কথা বলো।          —Al-Israa - 23",https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgzLk-DuxdY8FD86nr54AaABAg,Verbal Abuse,284,bn+en
C00458,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@JasminAkther-y8c,2026-05-22 05:27:21,0,এই নিবাসের ঠিকানা কেউ দিবেন প্লিজ।,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=Ugx1Yb01BbrrHpQ-HAN4AaABAg,Verbal Abuse,34,bengali
C00459,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@danishmia1510,2026-05-22 05:27:21,0,এই কুলাঙ্গার ছেলের আল্লাহ বিচার করবে বাপের চোখের পানি মার চোখের পানি বৃথা যায় না আল্লাহ সবাইকে হেদায়েত দান করুন আল্লাহ হাফেজ,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=Ugxvw8NSfA1ML3tp9Ah4AaABAg,Verbal Abuse,126,bengali
C00460,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@zariyalaibah2111,2026-05-31 05:27:21,0,পিতামাতার চোখের পানি,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgzwqRFUBcobfZlsurp4AaABAg,Verbal Abuse,20,bengali
C00461,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@lubnarahman7711,2026-06-02 05:27:21,0,নাউজুবিল্লাহ । ছেলে  আবার মা ও বাবা কে এ ধরনের কথা বলে থাকে । আল্লাহ আপনি পৃথিবীর সকল ছেলে ও মেয়েদের কে সঠিক বুঝ দান করুন ।  আমিন ।,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgyDD4o8buI2MPbRC2F4AaABAg,Verbal Abuse,131,bengali
C00462,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@DubairealEstate-f3r,2026-06-03 05:27:21,0,Allah ho akbar,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgzzsEvC_wm2zjYmlYV4AaABAg,Verbal Abuse,14,latin
C00463,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@YidiydiiKgxkhxmhd,2026-06-04 05:27:21,0,মায়ের পদতলে সন্তানের জান্নাত কিন্তু পিতা জান্নাতের দরজা।,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgxQyDi2oQ6Bf7zXl2t4AaABAg,Verbal Abuse,56,bengali
C00464,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@MstLima-l3h,2026-06-06 05:27:21,0,Ader proti rohom korun Allah,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=Ugwp7Ls0dqhL3eG2gKZ4AaABAg,Verbal Abuse,28,latin
C00465,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@SahadatHussain-g2v,2026-06-08 05:27:21,0,এদের সন্তানেরা আপনার মতো হবে,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgxwEPUz4lsSCrXfGPR4AaABAg,Verbal Abuse,28,bengali
C00466,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@mahbubamona-e1l,2026-06-08 05:27:21,0,"অভিশাপ দিতে হয় না,  এমনিতেই লেগে  যায়। কিছু সন্তান টাকা উপার্জন করতে পারলে ই আর কখনো বাবা- মা কে নিজের ইচ্ছে  ফোন দেই না খবর নিতে। বাবা - মা কে ধমক সুরে   কথা বলে,  এমন বিষয় আজ কাল অতিরঞ্জিত শিক্ষিত মুর্খের কমন কালচার।",https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=Ugzi9VRmcYne-tLABZx4AaABAg,Verbal Abuse,218,bengali
C00467,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@TheRaf66,2026-06-10 05:27:21,0,Oi motherchod chele ke ami kache Pele agun dea purai martam. Kankir chele,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=UgxRGidn1-E_AQTG8CR4AaABAg,Verbal Abuse,73,latin
C00468,YouTube,Ct3O8c2kpLY,https://www.youtube.com/watch?v=Ct3O8c2kpLY,@md.moniruddin9186,2026-06-11 05:27:21,0,প্রকৃত দ্বীনি শিক্ষা না থাকলে ভবিষ্যৎ প্রজন্ম অন্ধকার। ইয়া আল্লাহ তুমি এমন সন্তান দান করো যাতে দুনিয়াতে শান্তি এবং আখেরাতে মুক্তি পেতে  পারি।আল্লাহ তুমি আমার ও আমার সন্তানের প্রতি রহমত দান করুন-আমিন।,https://www.youtube.com/watch?v=Ct3O8c2kpLY&lc=Ugw-4d00uxbSZO5MA514AaABAg,Verbal Abuse,201,bengali
C00469,YouTube,EFcZETgq1Fs,https://www.youtube.com/watch?v=EFcZETgq1Fs,@mdshohelmahmud9759,2026-04-12 05:31:36,0,এই ধরনের কুলাংকার সন্তান বাংলার ঘরে যেন কারো না থাকে,https://www.youtube.com/watch?v=EFcZETgq1Fs&lc=Ugy6B7VdjEKcDvi4IPV4AaABAg,Neglect,52,bengali
C00470,YouTube,EFcZETgq1Fs,https://www.youtube.com/watch?v=EFcZETgq1Fs,@Suma-x1o3c,2026-04-12 05:31:36,0,সঠিক সময়ে আল্লাহ  সঠিকভাবে    বিচার করে,https://www.youtube.com/watch?v=EFcZETgq1Fs&lc=UgzlrGc7CSdA9ckYBWt4AaABAg,Neglect,39,bengali
C00471,YouTube,EFcZETgq1Fs,https://www.youtube.com/watch?v=EFcZETgq1Fs,@Suma-x1o3c,2026-04-12 05:31:36,0,সরকারের কাছে  অনুভব করতে  অনুরোধ করছি  এমন পরিবারের সদস্যদের নিরাপত্তার জন্য  আইন অনুযায়ী পরবর্তী সময়ে শেষ সময়ের জন্য কোন  বিচারের আওতায় আনতে হবে,https://www.youtube.com/watch?v=EFcZETgq1Fs&lc=Ugxz7v8CQ_N7TDk4NXx4AaABAg,Neglect,145,bengali
C00472,YouTube,EFcZETgq1Fs,https://www.youtube.com/watch?v=EFcZETgq1Fs,@MDSohidul-r2w4w,2026-04-12 05:31:36,0,আল্লাহ তাকে সুস্থতা দান করুন,https://www.youtube.com/watch?v=EFcZETgq1Fs&lc=Ugwy0jNiHekx8fQH2MV4AaABAg,Neglect,28,bengali
C00473,YouTube,EFcZETgq1Fs,https://www.youtube.com/watch?v=EFcZETgq1Fs,@mdriponmollik434,2026-04-12 05:31:36,0,এরকম সন্তানবাংলা ঘরে ঘরে যেন না জন্মে,https://www.youtube.com/watch?v=EFcZETgq1Fs&lc=UgzCgptYgFeq1ZcWi554AaABAg,Neglect,37,bengali
C00474,YouTube,EFcZETgq1Fs,https://www.youtube.com/watch?v=EFcZETgq1Fs,@AbbasiBarbhuiya,2026-04-12 05:31:36,0,Kulangar Santan,https://www.youtube.com/watch?v=EFcZETgq1Fs&lc=Ugydn5jsTy1GMFnFec54AaABAg,Neglect,15,latin
C00475,YouTube,EFcZETgq1Fs,https://www.youtube.com/watch?v=EFcZETgq1Fs,@BUSINESSSTYLESDNBHD,2026-04-12 05:31:36,0,"আপনার প্রতিবেদন যদি সত্যি হয় । তবে এই কুলাঙ্গার কে জন-সুমুখ্যে এনে চোতরার পাতা দিয়ে পেটানো হউক। এই শুয়োর  তার ছেলে-মেয়ের ( যদি থেকে থাকে) দ্বারা লাঞ্ছিত হউক এই দোয়া অন্তত আমি করব। ইয়া আল্লাহ্, তুমি আজকের এই হতভাগী মায়ের পক্ষে এই পৃথিবীতেই তোমার বিচার দেখিয়ে দাও। জগৎ দেখুক এবং জগতের মানুষ তা দেখে শিক্ষা নিক। আমিন",https://www.youtube.com/watch?v=EFcZETgq1Fs&lc=UgwsD0ipQUfuALG8ruF4AaABAg,Neglect,313,bengali
C00476,YouTube,EFcZETgq1Fs,https://www.youtube.com/watch?v=EFcZETgq1Fs,@ShoJib-o8g,2026-04-12 05:31:36,0,Sabbash,https://www.youtube.com/watch?v=EFcZETgq1Fs&lc=UgxNTEZcqW0xA7W6RM94AaABAg,Neglect,7,latin
C00477,YouTube,EFcZETgq1Fs,https://www.youtube.com/watch?v=EFcZETgq1Fs,@sujonsujon3327,2026-04-12 05:31:36,0,এই জানোয়ার টাকে ৬ মাসের ফাশী হওয়া দরকার,https://www.youtube.com/watch?v=EFcZETgq1Fs&lc=UgyRcDz3GgqFj1w8ukh4AaABAg,Neglect,41,bengali
C00478,YouTube,EFcZETgq1Fs,https://www.youtube.com/watch?v=EFcZETgq1Fs,@Naturalbabu4083,2026-04-12 05:31:36,0,আমি এমনিও কষ্টের ভিডিও কম দেখি।।আমি জানি কি হবে ।।তো কিছু দেখে আর দেখি না।।আসলে কষ্টদায়ক,https://www.youtube.com/watch?v=EFcZETgq1Fs&lc=Ugzse98Ar4zV5dn6Nut4AaABAg,Neglect,89,bengali
C00479,YouTube,EFcZETgq1Fs,https://www.youtube.com/watch?v=EFcZETgq1Fs,@MdMirsohid-z3d9g,2026-04-12 05:31:36,0,আপনার সাথে কথা বলব কিভাবে,https://www.youtube.com/watch?v=EFcZETgq1Fs&lc=UgytQiS2pG6k4V8m6Yd4AaABAg,Neglect,25,bengali
C00480,YouTube,EFcZETgq1Fs,https://www.youtube.com/watch?v=EFcZETgq1Fs,@RxMamun-h6r5i,2026-04-12 05:31:36,0,গ্ভড়❤❤❤❤❤❤❤❤ণররলশৃভররযরতলদদ❤❤❤❤❤❤,https://www.youtube.com/watch?v=EFcZETgq1Fs&lc=Ugya44v3Gedl7NZSss94AaABAg,Neglect,34,bengali
